year,km driven,fuel type,seller type,transmission,owner,seats,max_power (in bph),Mileage,Engine (CC),selling price
2012,80000,Diesel,Individual,Manual,1,5,88.76,21.02,1248,270000
2014,80000,Petrol,Individual,Manual,2,5,55.2,21.1,814,250000
2010,90000,Diesel,Individual,Manual,2,5,90,23,1396,350000
2018,25000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,600000
2018,13000,Petrol,Individual,Manual,1,5,94.93,20.4,1194,690000
2018,10000,Petrol,Individual,Manual,2,5,68.05,20.3,998,350000
2012,13000,Petrol,Individual,Manual,1,5,67.1,20.92,998,220000
2019,6500,Petrol,Individual,Manual,1,7,72,20,999,700000
2013,49500,Petrol,Individual,Manual,2,5,55.2,21.1,814,198000
2011,50000,Diesel,Individual,Manual,1,5,90,23,1396,350000
2011,175000,Diesel,Individual,Manual,2,5,70,23.57,1396,210000
2011,175000,Diesel,Individual,Manual,2,5,69,23.03,1396,210000
2014,110000,Diesel,Individual,Manual,3,5,73.94,23.2,1248,375000
2018,116000,Diesel,Individual,Manual,1,5,67.05,23.59,1364,780000
2020,1000,Petrol,Individual,Manual,1,5,81.8,21.21,1197,445000
2013,120000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,300000
2017,24000,Diesel,Dealer,Manual,1,7,98.6,21.9,1498,950000
2017,50000,Diesel,Individual,Manual,1,5,108.6,22.27,1498,750000
2017,34000,Petrol,Individual,Manual,1,5,55.2,21.1,814,254999
2017,50000,Diesel,Individual,Automatic,1,5,108.495,22,1498,655000
2011,84000,Diesel,Individual,Manual,2,5,68,20,1399,210000
2019,18500,Petrol,Individual,Manual,1,5,68,20.3,1086,430000
2012,50000,Diesel,Individual,Manual,1,5,69,23.03,1396,155000
2008,100000,Petrol,Individual,Manual,2,5,68.05,19.81,1086,250000
2005,70000,Petrol,Individual,Manual,4,5,46.3,19.7,796,125000
2020,1000,Petrol,Individual,Manual,1,5,68.07,20.3,1086,500000
2015,80000,Diesel,Individual,Manual,1,8,83.8,21.04,1461,690000
2013,150000,Diesel,Individual,Manual,1,5,74,23.4,1248,470000
2013,104300,Diesel,Individual,Manual,1,5,68.1,20,1399,275000
2020,25000,Diesel,Individual,Manual,1,5,108.62,21.66,1498,800000
2013,100000,Diesel,Individual,Manual,3,5,74,22.9,1248,409999
2015,73500,Diesel,Individual,Manual,1,5,126.2,19.67,1582,1000000
2013,155000,Diesel,Individual,Manual,2,5,103.6,20.54,1598,325000
2012,100000,Diesel,Individual,Manual,2,5,74,23.4,1248,625000
2015,84000,Petrol,Individual,Manual,2,5,67.04,23.1,998,330000
2011,30000,Petrol,Individual,Manual,1,5,68.05,19.81,1086,300000
2016,35000,Petrol,Individual,Manual,2,5,83.1,21.4,1197,650000
2015,120000,Diesel,Individual,Manual,2,5,65,21.03,1461,380000
2012,110000,Diesel,Individual,Manual,2,5,126.32,22.32,1582,590000
2012,75000,Diesel,Individual,Manual,1,5,63.12,23.08,1461,220000
2015,51000,Petrol,Dealer,Manual,1,5,81.8,22,1197,475000
2017,29000,Petrol,Dealer,Manual,1,5,81.8,20.89,1197,525000
2015,28000,Petrol,Dealer,Manual,1,5,81.8,20.52,1197,365000
2012,120000,Diesel,Individual,Manual,3,5,126.32,22.32,1582,350000
2013,120000,Diesel,Individual,Manual,1,5,73.9,22.07,1199,325000
2013,80000,Diesel,Individual,Manual,1,5,73.9,22.07,1199,360000
2010,120000,Petrol,Individual,Manual,1,5,67.1,20.92,998,148000
2014,120000,Diesel,Individual,Manual,1,5,67.04,23.59,1364,430999
2019,35000,Petrol,Individual,Manual,1,5,67,23.01,999,300000
2010,70000,Diesel,Individual,Manual,1,5,68,20,1399,260000
2017,101000,Diesel,Individual,Manual,1,5,98.59,22.77,1498,934000
2012,200000,Diesel,Individual,Manual,1,5,103.6,20.54,1598,380000
2011,118000,Diesel,Individual,Manual,2,5,73.9,21.1,1248,350000
2018,20000,Diesel,Individual,Manual,1,5,108.5,21.5,1497,980000
2018,21871,Diesel,Individual,Manual,1,5,108.5,21.5,1497,969999
2015,70000,Petrol,Individual,Manual,1,5,47.3,22.74,796,250000
2018,14000,Diesel,Individual,Manual,1,5,108.5,21.5,1497,950000
2015,60000,Diesel,Individual,Manual,1,5,126.2,19.67,1582,965000
2013,37659,Diesel,Individual,Manual,1,7,88.8,20.77,1248,700000
2012,89000,Diesel,Individual,Manual,2,5,73.94,23.2,1248,250000
2013,37500,Diesel,Individual,Manual,2,7,88.8,20.77,1248,680000
2011,90000,Diesel,Individual,Manual,3,5,73.9,21.1,1248,250000
2013,120000,Diesel,Individual,Manual,3,7,88.76,20.77,1248,550000
2017,46000,Petrol,Individual,Manual,1,5,83.1,21.4,1197,550000
2012,90000,Diesel,Individual,Manual,4,5,87.2,21.43,1364,476999
2011,90000,Petrol,Individual,Manual,1,5,46.3,19.7,796,225000
2010,80000,Petrol,Individual,Manual,1,5,46.3,19.7,796,190000
2003,164000,Petrol,Individual,Manual,3,5,46.3,19.7,796,100000
2018,14000,Petrol,Individual,Manual,1,5,67.04,20.51,998,430000
2015,68203,Petrol,Dealer,Manual,1,5,67.05,21.79,998,313000
2016,90000,Diesel,Individual,Manual,2,5,83.8,19.87,1461,600000
2008,70000,Petrol,Individual,Manual,4,8,35,19.7,796,160000
2014,31000,Petrol,Individual,Manual,1,5,78.9,20.36,1197,290000
2014,62000,Petrol,Individual,Manual,1,5,55.2,21.1,814,180000
2013,20000,Petrol,Individual,Manual,1,5,55.2,21.1,814,275000
2014,65204,Petrol,Trustmark Dealer,Automatic,1,5,67.04,23.1,998,325000
2018,15732,Petrol,Dealer,Automatic,1,5,81.8,22,1197,655000
2018,33000,Petrol,Dealer,Manual,1,5,81.8,20.89,1197,525000
2017,90000,Petrol,Individual,Manual,1,5,81.8,22,1197,620000
2018,22000,Petrol,Individual,Manual,1,5,84,20.3,1199,400000
2017,70000,Petrol,Individual,Manual,1,5,67.04,20.51,998,400000
2013,120000,Diesel,Individual,Manual,3,7,88.76,20.77,1248,550000
